Event No.,Energy [MeV],Mom x [MeV/c], Mom y [MeV/c], Mom z [MeV/c]
9,0.4712471067905426,-0.07021553069353104,0.09960172325372696,-0.4552176594734192
9,0.5109989047050476,-0.12483571469783783,-0.012640362605452538,-0.495354562997818
9,1.1081570386886597,0.13540750741958618,0.3513175845146179,-1.0422345399856567
10,4.329178333282471,0.7750037908554077,-1.9823662042617798,-3.7697982788085938
10,0.20458859205245972,-0.09897889941930771,0.12730494141578674,0.12590917944908142
10,0.8226222395896912,0.21728621423244476,0.2005922943353653,-0.7676306366920471
10,0.45635291934013367,0.19745689630508423,-0.14038221538066864,-0.38673195242881775
10,0.5109989047050476,-0.14196577668190002,0.04879187420010567,-0.48845160007476807
11,0.8091012239456177,0.3375930190086365,0.21977418661117554,-0.7016944289207458
12,187.6999969482422,-0.022773664444684982,0.019169896841049194,187.6999969482422
12,40.499359130859375,-0.0012862187577411532,0.007063763216137886,40.499359130859375
12,1.071366548538208,0.3106516897678375,0.45787814259529114,-0.9174254536628723
12,5.064748287200928,-2.0975329875946045,-2.2131919860839844,-4.043984413146973
13,0.1876438409090042,0.13204877078533173,-0.024402692914009094,-0.1310642659664154
13,0.7478611469268799,-0.3401900827884674,0.2718465328216553,-0.6080020666122437
13,1251.239013671875,0.09571190923452377,-0.10952608287334442,1251.239013671875
14,0.5490884780883789,0.14386971294879913,0.22001752257347107,-0.4820704758167267
14,3.344615936279297,0.8114619851112366,-0.5000560283660889,-3.205920934677124
14,1.316595435142517,-0.3660942614078522,-0.3507609963417053,-1.2150577306747437
15,0.3475764989852905,0.03311650827527046,0.04036485031247139,-0.34363263845443726
15,0.5109989047050476,-0.04868252947926521,-0.19694024324417114,-0.46900367736816406
15,0.17276518046855927,0.03494146466255188,0.10528134554624557,0.13244901597499847
15,5.309628009796143,-1.5803356291144155e-05,-0.15363867580890656,-5.307404518127441
15,0.11555575579404831,-0.01986919529736042,0.026736313477158546,0.1106504276394844
15,0.1726749986410141,-0.011438733898103237,0.12844130396842957,0.11484181135892868
16,0.18761968612670898,-0.08735629916191101,-0.10518602281808853,-0.1284753978252411
16,0.5109989047050476,-0.2226027101278305,0.10464472323656082,-0.4479033350944519
16,0.9873182773590088,-0.1409887671470642,0.10854583233594894,-0.9711526036262512
17,4033.83349609375,1.191838264465332,0.2505286633968353,4033.833251953125
17,0.5109989047050476,-0.005236456636339426,0.005055348854511976,-0.510947048664093
17,0.7221404314041138,0.013019989244639874,0.16016815602779388,-0.7040336728096008
17,0.5494868159294128,-0.14515317976474762,0.26395148038864136,-0.4595606029033661
17,0.40079182386398315,-0.1006869301199913,0.12759052217006683,-0.36635622382164
17,0.5100358128547668,0.05396755412220955,0.12813560664653778,-0.49071916937828064
17,3.186333656311035,1.1473877429962158,-1.3340343236923218,-2.656421661376953
17,0.10205242037773132,-0.0181132759898901,-0.05558280646800995,-0.08364901691675186
17,0.43414148688316345,0.20766684412956238,0.05915777012705803,-0.3766346573829651
18,3.026566743850708,-0.7110281586647034,0.6246697306632996,-2.8747754096984863
18,0.5109989047050476,-0.22602039575576782,-0.019810225814580917,-0.4578670263290405
18,1.8458311557769775,-0.3115710914134979,-0.36400851607322693,-1.7825583219528198
18,0.5032212734222412,-0.1079045906662941,-0.0074074165895581245,-0.4914604425430298
18,0.5109989047050476,-0.023680301383137703,-0.13175012171268463,-0.4931541681289673
19,27.793420791625977,-0.007574745453894138,0.013313397765159607,27.79341697692871
19,3.7896976470947266,1.8381911516189575,-1.0997004508972168,-3.126262903213501
19,0.42816635966300964,0.1989186555147171,-0.11577159911394119,-0.361046701669693
19,0.20097891986370087,0.09223641455173492,-0.10097271203994751,-0.1472734957933426
19,0.3564695715904236,-0.04132257029414177,0.1555132120847702,-0.3180859088897705
19,0.5109989047050476,0.0774923637509346,-0.17489121854305267,-0.4738437235355377
19,0.4978681802749634,-0.23429621756076813,-0.17946752905845642,-0.40096062421798706
19,1.0581598281860352,0.3332372307777405,-0.38648873567581177,-0.9269745349884033
20,0.44838082790374756,-0.2697281241416931,-0.14525705575942993,-0.32740262150764465
20,0.593935489654541,0.26890724897384644,0.25864723324775696,-0.4621145725250244
20,0.43046867847442627,0.03187162056565285,-0.12036780267953873,-0.41206681728363037
21,0.48243942856788635,0.009721439331769943,0.008499016985297203,-0.4822665750980377
21,0.3349745571613312,-0.12229397147893906,0.0025860583409667015,-0.31184202432632446
22,0.3226023316383362,-0.004380292259156704,0.1428612470626831,-0.28921228647232056
22,3.1140167713165283,0.6637911200523376,-0.8074138760566711,-2.933353900909424
22,2.5968310832977295,-0.8720363974571228,-0.3352845311164856,-2.4229464530944824
22,0.6660380363464355,0.12535591423511505,-0.21404822170734406,-0.6181228756904602
22,0.5503972768783569,-0.26804155111312866,0.028812242671847343,-0.47985488176345825
22,2.256096839904785,-0.6544184684753418,-0.3994702696800232,-2.1218230724334717
22,0.41715025901794434,0.05003074184060097,-0.12470805644989014,-0.3949166536331177
22,0.31252798438072205,-0.10454048216342926,0.11539030075073242,-0.2709799110889435
22,1.3080706596374512,-0.6717411279678345,-0.5731937289237976,-0.9650190472602844
22,3.7332119941711426,-1.1952959299087524,0.7428881525993347,-3.45778226852417
23,1.0128971338272095,-0.2910117208957672,-0.34329473972320557,-0.9074257016181946
23,57.82366180419922,-0.028923334553837776,-0.02269159071147442,57.82365036010742
23,0.2085997760295868,0.029695220291614532,0.10144399851560593,-0.17983652651309967
23,0.5109989047050476,0.1843104511499405,-0.11179128289222717,-0.4633057713508606
23,0.7957764863967896,-0.16955608129501343,-0.28162333369255066,-0.7247063517570496
23,0.10453858971595764,0.019822843372821808,0.0798461064696312,0.06449783593416214
24,4.4782609939575195,-1.228139042854309,0.14272576570510864,-4.304198741912842
24,0.9161446690559387,0.4965810477733612,0.26999297738075256,-0.7209938168525696
24,0.3830217123031616,-0.01725311577320099,0.017042823135852814,-0.3822531998157501
24,0.498814195394516,-0.18579016625881195,0.12533850967884064,-0.4456319808959961
24,2.3826992511749268,-0.0002198808069806546,0.0006691340240649879,2.3826992511749268
24,0.42645955085754395,0.16862381994724274,0.018718132749199867,-0.39125871658325195
25,2.425217390060425,-0.30977216362953186,0.6427989602088928,-2.3178720474243164
26,4.2238335609436035,2.391201972961426,-0.07513833791017532,-3.480987787246704
26,0.5109989047050476,0.00988598633557558,-0.2603012025356293,-0.43961963057518005
26,1.1680035591125488,0.5014941096305847,0.19972914457321167,-1.035781979560852
26,0.45154470205307007,0.24400274455547333,0.004403966479003429,-0.37991562485694885
27,4.290811538696289,-1.6034111976623535,0.07685904949903488,-3.979224920272827
27,1.2138692140579224,-0.5380918383598328,0.28268876671791077,-1.050724744796753
28,12.971895217895508,0.0008635051199235022,-0.0022091849241405725,12.971895217895508
28,2.5091280937194824,-0.22788335382938385,-0.40846431255340576,-2.465147018432617
28,0.9977407455444336,0.11267722398042679,0.15559324622154236,-0.9790715575218201
28,1.6382331848144531,0.1286209225654602,0.19355115294456482,-1.621666669845581
28,1.1911602020263672,-0.3209933936595917,0.15326762199401855,-1.1368091106414795
29,0.757392406463623,-0.08866198360919952,0.1982894241809845,-0.7255781292915344
29,0.47246578335762024,-0.0628344789147377,0.02827775664627552,-0.4674142897129059
29,0.5600610375404358,0.03975529596209526,0.031829897314310074,-0.5577406883239746
29,1.571566104888916,9.664797107689083e-05,-0.0004736452829092741,1.5715659856796265
29,0.45569509267807007,-0.2437598556280136,0.1617262363433838,-0.34940487146377563
30,0.15879373252391815,0.056419603526592255,0.029365845024585724,-0.1454988718032837
30,0.347153902053833,-0.11788638681173325,-0.15324188768863678,-0.28833237290382385
30,0.507590115070343,0.014041080139577389,0.09056652337312698,-0.4992476999759674
30,0.6159062385559082,-0.18923801183700562,0.08153283596038818,-0.5804152488708496
31,14.295038223266602,0.0004696318646892905,6.354632205329835e-05,14.295038223266602
31,2.306164026260376,0.08494434505701065,-0.18687184154987335,-2.2970101833343506
31,0.5109989047050476,0.2628723978996277,0.2158527970314026,-0.38134703040122986
31,0.4215123653411865,0.21542491018772125,0.11351530253887177,-0.34406256675720215
31,0.571905791759491,-0.23596282303333282,0.11185275763273239,-0.5088091492652893
32,0.4846864342689514,0.2564767599105835,0.04912242665886879,-0.40832293033599854
32,0.9360519647598267,-0.06314375251531601,-0.09678942710161209,-0.9288907051086426
32,0.354392409324646,0.1370817869901657,-0.04376441612839699,-0.3238629996776581
32,0.20013296604156494,0.13275094330310822,-0.0033081534784287214,-0.14973124861717224
32,3.905080795288086,0.001469483133405447,-0.00045637600123882294,3.905080556869507
32,0.18860435485839844,0.014082512818276882,0.14091366529464722,0.12456575036048889
32,0.4885195195674896,0.13730297982692719,-0.08629357814788818,-0.4608173668384552
32,0.210796058177948,0.005146273877471685,0.010296013206243515,-0.21048155426979065
32,1.4256211519241333,-0.445360004901886,0.32143065333366394,-1.31557297706604
32,0.18733716011047363,0.07594679296016693,-0.13493992388248444,0.10544435679912567
33,1.8184133768081665,-0.9159534573554993,-0.564651608467102,-1.465887188911438
33,439.22161865234375,0.09260337054729462,-0.1712067574262619,439.2215576171875
33,3658.142578125,0.5398645401000977,0.08361098915338516,3658.142333984375
33,0.5116572976112366,0.014360371045768261,0.15186336636543274,-0.48838967084884644
33,0.13151764869689941,-0.028646841645240784,0.0036096698604524136,-0.12830908596515656
33,1.5171207189559937,-0.4549490809440613,0.3285143971443176,-1.4095228910446167
33,2.287155866622925,0.3521503210067749,-0.3094231188297272,-2.2385997772216797
33,0.40705588459968567,-0.23251602053642273,-0.000392203131923452,-0.3341117203235626
33,0.5109989047050476,-0.09988518059253693,0.03338594734668732,-0.5000281929969788
34,17.204730987548828,0.2862074673175812,-0.16049353778362274,17.201602935791016
34,0.5483391880989075,0.19745711982250214,0.16804587841033936,-0.4831636846065521
35,872.8507080078125,-0.41273167729377747,0.36787149310112,872.8505249023438
35,0.8336669206619263,-0.12843427062034607,-0.2906666398048401,-0.770725667476654
36,0.2779724895954132,0.20443865656852722,0.07873041182756424,-0.17109954357147217
36,0.23046481609344482,-0.003252933733165264,0.08528810739517212,-0.21407799422740936
36,42.19315719604492,0.0015684854006394744,0.011157289147377014,42.193153381347656
36,337.9049377441406,-0.038129884749650955,0.013296641409397125,337.9049377441406
36,2.7880330085754395,1.3794447183609009,0.21863627433776855,-2.4129772186279297
36,0.4660620391368866,-0.15314428508281708,-0.11735662817955017,-0.4242500364780426
37,0.1548662632703781,-0.11079766601324081,0.05752617120742798,0.09164157509803772
37,0.09725399315357208,0.05429178103804588,-0.021471327170729637,-0.07777997106313705
37,0.8525069952011108,-0.018629062920808792,0.20101550221443176,-0.8282595872879028
37,0.7820304036140442,0.44067153334617615,0.28036943078041077,-0.5820422172546387
37,0.4054209887981415,-0.01705743558704853,-0.031110206618905067,-0.4038655459880829
38,2.0503616333007812,0.2677419185638428,0.08900346606969833,-2.030855894088745
38,1.489152431488037,0.678489089012146,0.19869782030582428,-1.3106284141540527
38,0.19045178592205048,-0.01164933666586876,-0.1245780810713768,-0.14358438551425934
38,0.5109989047050476,-0.2794767916202545,-0.01876901090145111,-0.4273878037929535
38,1.6721839904785156,-0.0998338833451271,-0.13521096110343933,-1.6637158393859863
38,0.30218857526779175,-0.06943037360906601,-0.13715748488903046,-0.2601637542247772
38,0.9414443969726562,-0.22276267409324646,0.49150988459587097,-0.7714352607727051
38,0.20650319755077362,-0.014616397209465504,-0.10525214672088623,-0.1770647168159485
39,0.35013800859451294,-0.1051546260714531,0.009341712109744549,-0.33384406566619873
39,0.3506394624710083,0.033415112644433975,0.09930417686700821,-0.334619402885437
39,1.3523683547973633,0.5145404934883118,-0.1038120687007904,-1.2463431358337402
39,2.4694418907165527,-1.023314356803894,-0.36368298530578613,-2.217815399169922
39,0.31768009066581726,-0.05734929442405701,-0.16594216227531433,-0.26475438475608826
40,0.8534495830535889,0.22306139767169952,0.3503205180168152,-0.7455838918685913
40,0.4419112503528595,0.2049795687198639,0.1503581553697586,-0.3614710867404938
40,5.311717987060547,-0.00038304232293739915,0.00016360015433747321,5.311717987060547
40,0.32917383313179016,0.051259834319353104,-0.1340070366859436,-0.29625993967056274
40,0.5109989047050476,0.05001123249530792,-0.04915601760149002,-0.5061644315719604
40,0.6171662211418152,-0.030952785164117813,-0.09756701439619064,-0.6086187362670898
40,0.5793326497077942,0.25901103019714355,0.08646420389413834,-0.5109438300132751
40,0.7655613422393799,0.25613918900489807,0.12604713439941406,-0.7103443145751953
41,0.5109989047050476,-0.18992167711257935,-0.10167460888624191,-0.4633701741695404
41,0.5502601861953735,-0.1605406552553177,0.20570985972881317,-0.4844547510147095
41,0.7818127274513245,0.1552678793668747,0.23006808757781982,-0.7308841943740845
41,0.5109989047050476,0.0657234638929367,0.09350896626710892,-0.49805259704589844
42,2.8898730278015137,-0.34522345662117004,-0.31879809498786926,-2.851412773132324
42,126.38034057617188,-0.0043091801926493645,-0.05172685161232948,126.38032531738281
42,75.49595642089844,-0.019897233694791794,-0.0034249357413500547,75.4959487915039
42,0.5109989047050476,-0.28980934619903564,0.0986059233546257,-0.40915435552597046
42,0.37146100401878357,-0.1725328415632248,0.1399257630109787,-0.2977187931537628
42,0.450288861989975,0.26199907064437866,-0.05502477288246155,-0.36206188797950745
42,0.4637892544269562,0.1445373296737671,-0.13797031342983246,-0.4185374975204468
42,2.173246383666992,1.1275949478149414,-0.8697564005851746,-1.6416616439819336
43,1.9004043340682983,-0.5869386196136475,-0.7388715147972107,-1.649578332901001
43,0.3068252503871918,0.07299237698316574,0.06573691964149475,-0.29067593812942505
43,3.755786180496216,1.208146095275879,0.6334649920463562,-3.499290704727173
43,1.1996371746063232,-0.3003945052623749,-0.40221190452575684,-1.0895495414733887
43,1.5978888273239136,-0.394296795129776,-0.46248671412467957,-1.477797269821167
44,15.428296089172363,-0.005967879202216864,-0.011060905642807484,15.428290367126465
44,1678.5843505859375,-0.6330873966217041,-0.7012807726860046,1678.583984375
44,0.732868492603302,0.045535892248153687,-0.0935996025800705,-0.7254390716552734
45,0.7444562911987305,-0.2811850607395172,-0.036104705184698105,-0.6883651614189148
45,2.9358811378479004,-0.7357818484306335,0.40495267510414124,-2.813189744949341
46,0.7010263800621033,-0.12909792363643646,-0.17627136409282684,-0.6661081910133362
46,0.6856727004051208,-0.17446275055408478,0.31168651580810547,-0.5852873921394348
46,1.4356650114059448,-0.1946784108877182,-0.6251074075698853,-1.2776834964752197
46,2.2197437286376953,0.25876548886299133,-1.0261871814727783,-1.9512156248092651
46,3.9605751037597656,-0.5863977074623108,1.5256342887878418,-3.6075937747955322
46,0.8851914405822754,-0.24674062430858612,-0.2221054583787918,-0.8205803632736206
46,0.14782102406024933,-0.04385730251669884,0.010795463807880878,-0.14075173437595367
47,1.3035050630569458,0.09035387635231018,0.11842552572488785,-1.2949659824371338
47,0.5109989047050476,0.05210131034255028,0.027253730222582817,-0.507604718208313
47,1.5847628116607666,0.5841776132583618,-0.0730813592672348,-1.4713492393493652
48,0.2764755189418793,0.11227118968963623,-0.0672357827425003,-0.2435430884361267
49,0.09176705032587051,-0.05281316861510277,-0.01623741164803505,-0.07326873391866684
49,4.674502372741699,-0.0005810948787257075,0.0011589931091293693,4.674502372741699
49,4.91023063659668,0.00015040519065223634,-0.0003731731849256903,4.91023063659668
49,3.018862247467041,0.0016974515747278929,-0.0018073719693347812,3.0188610553741455
49,0.7234669923782349,-0.3599042594432831,-0.24226512014865875,-0.5789481997489929
49,0.5109989047050476,0.0907876119017601,0.21638204157352448,-0.4539342522621155
49,0.4109541177749634,-0.1647651046514511,-0.02757258340716362,-0.3754670321941376
50,0.9472969174385071,0.11030008643865585,-0.026202043518424034,-0.9404886364936829
50,0.37842613458633423,0.1650501936674118,-0.1480327844619751,-0.3066774904727936
50,0.4532821476459503,0.14311335980892181,-0.1009286642074585,-0.4180869162082672
50,0.5109989047050476,0.0058715613558888435,-0.020994191989302635,-0.5105336904525757
50,1.0796234607696533,0.03824889287352562,-0.12672869861125946,-1.0714772939682007
51,0.444023996591568,0.12074204534292221,-0.020040132105350494,-0.4268220365047455
51,0.9767150282859802,0.36025935411453247,-0.26217132806777954,-0.8691672086715698
51,3.4890410900115967,-0.0004289376665838063,-0.0003840962890535593,3.4890410900115967
51,1.0057990550994873,-0.305926114320755,0.26949188113212585,-0.9194645285606384
51,4.408515930175781,-0.6113799214363098,-1.8746157884597778,-3.9429736137390137
51,1.558687686920166,-0.3642179071903229,-0.10883200168609619,-1.5116244554519653
51,0.5109989047050476,0.15511302649974823,-0.1890225112438202,-0.448698490858078
51,0.1797214150428772,-0.005994604900479317,-0.004125677049160004,-0.17957402765750885
51,0.3989209830760956,-0.008311749435961246,-0.10593024641275406,-0.3845096230506897
52,0.2056572139263153,0.07418970763683319,0.16393116116523743,-0.09958591312170029
52,0.5109989047050476,-0.07340977340936661,-0.1731099635362625,-0.4751461148262024
52,1.5906635522842407,0.7262080311775208,0.4298858344554901,-1.3483437299728394
52,0.9392285943031311,-0.31721898913383484,-0.2649044692516327,-0.8434145450592041
52,2.247549057006836,-1.025192379951477,-0.4469550549983978,-1.9495354890823364
53,1.4214855432510376,0.5617877244949341,0.2544463276863098,-1.2807313203811646
53,484.6180114746094,-0.018105678260326385,0.04735087975859642,484.6180114746094
53,0.45684123039245605,-0.03963983431458473,-0.020368242636322975,-0.4546622037887573
53,0.6281344890594482,0.19669468700885773,-0.2173883020877838,-0.5555235743522644
53,2.1277103424072266,0.42268338799476624,-0.01361341867595911,-2.085258960723877
53,1.7316431999206543,0.7112687230110168,0.3980262875556946,-1.5278284549713135
53,1.648940086364746,-0.4095713794231415,0.2675134539604187,-1.574703574180603
54,0.5109989047050476,0.16858087480068207,-0.1949634701013565,-0.4412364661693573
54,0.47070491313934326,0.14807724952697754,-0.011142194271087646,-0.44666779041290283
54,0.5377742648124695,-0.181118905544281,0.16665542125701904,-0.47814545035362244
54,0.5109989047050476,0.21973654627799988,-0.13056835532188416,-0.4424789845943451
54,0.3093169331550598,-0.1185014471411705,0.20068883895874023,-0.20336756110191345
54,0.6947692036628723,0.16423551738262177,-0.20022903382778168,-0.6447009444236755
54,1.3187350034713745,0.1323794573545456,-0.23719172179698944,-1.2904565334320068
55,4116.79248046875,0.13818606734275818,-2.0517849922180176,4116.7919921875
55,30.095842361450195,0.002149349544197321,-0.00035255702096037567,30.095842361450195
55,0.30451500415802,0.06072342395782471,0.072003573179245,-0.28958168625831604
55,0.242506206035614,0.07660150527954102,0.09763497859239578,-0.20834799110889435
56,502.68634033203125,-0.3061734139919281,0.07037540525197983,502.6862487792969
56,0.5109989047050476,-0.17700794339179993,-0.2239672988653183,-0.42382392287254333
56,0.8680272102355957,0.01327237393707037,0.40251424908638,-0.7689456343650818
57,0.7574715614318848,-0.19663044810295105,-0.29856419563293457,-0.6678016781806946
57,0.5109989047050476,0.1462695151567459,-0.25102654099464417,-0.42036983370780945
57,0.8296122550964355,-0.34561672806739807,-0.29179084300994873,-0.6954593062400818
57,1.2534189224243164,0.29134106636047363,0.139893040060997,-1.2110364437103271
57,1.5260998010635376,0.06940412521362305,-0.6348892450332642,-1.3860300779342651
57,0.4841812551021576,0.09833461046218872,0.12659546732902527,-0.45687568187713623
58,1.5942881107330322,0.6593806147575378,-0.6812301278114319,-1.2817555665969849
58,0.3706245422363281,0.04583980515599251,0.10773857682943344,-0.35164424777030945
58,0.5109989047050476,0.06739243865013123,0.044731076806783676,-0.5045565366744995
58,0.3625096082687378,-0.003360503353178501,0.13158278167247772,-0.3377690017223358
58,0.9473751187324524,0.11558722704648972,0.3386903405189514,-0.877181887626648
58,0.46682998538017273,0.011452995240688324,0.0636485144495964,-0.46232879161834717
58,0.747366726398468,-0.1919802576303482,-0.23551450669765472,-0.6828129291534424
59,2.024779796600342,0.16970941424369812,-0.23484724760055542,-2.0039408206939697
59,0.12444693595170975,0.06274019926786423,0.05379784479737282,-0.09304030984640121
59,0.5096213221549988,-0.1853495091199875,0.2241218388080597,-0.4184839725494385
60,0.6134516596794128,0.14934420585632324,0.29266878962516785,-0.5180388689041138
60,0.19595511257648468,0.014485583640635014,-0.05918120592832565,-0.1862422078847885
60,0.32431215047836304,-0.07024026662111282,0.014330343343317509,-0.3162899315357208
60,0.3938117027282715,0.0396217443048954,-0.18186639249324799,-0.3470481038093567
60,0.27747842669487,-0.15737594664096832,-0.03696310147643089,-0.22552341222763062
60,0.5109989047050476,-0.017258530482649803,-0.12243351340293884,-0.4958145320415497
61,0.7784990668296814,0.16432690620422363,-0.23809538781642914,-0.7227503657341003
61,0.7098034620285034,0.03627200052142143,0.13031494617462158,-0.6967949867248535
61,0.5109989047050476,-0.2539164125919342,-0.20447345077991486,-0.39349326491355896
62,1.2848107814788818,0.4507709741592407,0.3834509253501892,-1.1403988599777222
62,0.6778749227523804,0.3210510015487671,-0.09262505173683167,-0.5897976160049438
62,0.9640519022941589,-0.07784952968358994,-0.20081937313079834,-0.9396845698356628
62,0.3910539746284485,0.1076260358095169,-0.08999613672494888,-0.365021288394928
62,0.6982208490371704,-0.22738653421401978,-0.1083574965596199,-0.6512037515640259
62,0.3197133541107178,-0.022356044501066208,0.19711630046367645,-0.2507229745388031
63,0.9139271378517151,0.10400655120611191,-0.23920442163944244,-0.8759147524833679
63,0.3250441551208496,0.029881153255701065,0.018309714272618294,-0.3231494724750519
63,0.38698551058769226,0.05867153778672218,0.16720923781394958,-0.34402981400489807
63,0.5109989047050476,-0.2668486535549164,-0.027451399713754654,-0.43492308259010315
63,0.645618736743927,0.2135033756494522,0.11930520832538605,-0.5974999070167542
63,4.114314556121826,-1.956974983215332,-1.513659119606018,-3.2873497009277344
63,0.443787157535553,0.35329100489616394,0.21278606355190277,0.16387371718883514
63,2.2969717979431152,-1.0090712308883667,-0.3340511620044708,-2.0362377166748047
64,2.7358362674713135,1.4177716970443726,0.5021125674247742,-2.28530216217041
64,7.928963661193848,0.0005319130723364651,0.0014951796038076282,7.928963661193848
64,999.9471435546875,0.11311168968677521,0.2944357097148895,999.9470825195312
64,175.74307250976562,0.018871692940592766,0.004203029442578554,175.74307250976562
64,0.67058265209198,-0.015888860449194908,-0.06734739989042282,-0.6670029759407043
64,0.44733375310897827,-0.043244604021310806,0.19673511385917664,-0.39941543340682983
64,0.40021055936813354,-0.16253846883773804,0.01461620070040226,-0.3654259443283081
64,0.3912554979324341,0.0518590584397316,0.1937394142150879,-0.33594128489494324
65,0.7158737182617188,-0.3695012629032135,0.2722533941268921,-0.5493833422660828
65,10.81676197052002,2.746978282928467,-3.000274896621704,-10.022714614868164
66,0.2263016700744629,0.021178020164370537,0.09980737417936325,-0.2019961029291153
66,1.0555429458618164,-0.44588273763656616,0.02251197211444378,-0.9564792513847351
66,0.2849608063697815,-0.129678875207901,0.12133628875017166,-0.22285321354866028
67,0.37029829621315,-0.03274727612733841,-0.12014960497617722,-0.3487298786640167
67,0.67118239402771,0.03921638801693916,0.2253246307373047,-0.6310124397277832
67,0.5109989047050476,0.048885609954595566,0.025337371975183487,-0.508023738861084
68,6.083441734313965,0.038190409541130066,0.2902851998806,-6.07639217376709
68,4.497077465057373,-0.8471938967704773,-1.156173825263977,-4.262537956237793
68,0.6627719402313232,0.17549988627433777,-0.08287373185157776,-0.6337178945541382
68,0.42070576548576355,-0.1373918354511261,-0.14057207107543945,-0.3719628155231476
68,1.242645025253296,0.19534015655517578,-0.2681751251220703,-1.1975353956222534
68,0.32830727100372314,-0.06496129184961319,0.09853427857160568,-0.3063603937625885
69,2.8029913902282715,-0.3762742877006531,-0.4832812547683716,-2.7352547645568848
69,2.53826904296875,0.00015498998982366174,0.0002876796352211386,2.53826904296875
69,0.19821512699127197,-0.05789528414607048,-0.07518549263477325,-0.17402446269989014
